ResolvedPersonID,RoleTable,RoleRowID,CaseMasterID,MatchConfidence
300,Accused,2898,2518,0.85
300,Accused,5241,4628,0.95
301,Accused,442,363,0.95
301,Accused,1439,1231,0.85
301,Accused,4027,3529,0.95
301,Accused,4432,3908,0.875
301,Accused,4845,4277,0.85
301,Accused,4936,4347,0.875
301,Accused,5043,4450,0.925
301,Accused,5374,4753,0.875
302,Accused,443,363,0.925
302,Accused,625,513,0.925
302,Accused,1721,1461,0.925
302,Accused,2666,2305,0.925
302,Accused,2683,2320,0.825
302,Accused,2779,2405,0.925
302,Accused,2856,2478,0.925
302,Accused,3504,3050,0.875
302,Accused,4811,4241,0.925
303,Accused,444,366,0.85
303,Accused,5012,4420,0.85
304,Accused,446,368,0.85
304,Accused,597,489,0.875
304,Accused,642,528,0.875
304,Accused,812,693,0.825
304,Accused,5555,4899,0.85
305,Accused,448,370,0.875
305,Accused,1000,858,0.825
305,Accused,1214,1039,0.875
305,Accused,1327,1142,0.875
305,Accused,2922,2537,0.875
305,Accused,3590,3130,0.875
305,Accused,3995,3505,0.875
305,Accused,4910,4331,0.875
306,Accused,449,371,0.9
306,Accused,913,784,0.9
306,Accused,1144,981,0.875
306,Accused,3320,2892,0.9
307,Accused,451,374,1.0
307,Accused,1017,872,0.95
307,Accused,2394,2062,1.0
307,Accused,3619,3156,0.9
308,Accused,452,374,0.925
308,Accused,1035,889,0.925
308,Accused,1680,1427,0.875
308,Accused,4294,3786,0.875
308,Accused,4795,4231,0.925
309,Accused,453,376,1.0
309,Accused,912,783,0.95
309,Accused,1869,1593,1.0
309,Accused,2899,2519,0.85
309,Accused,3336,2907,0.9
309,Accused,4051,3554,1.0
309,Accused,4552,4006,0.95
309,Accused,4959,4368,0.85
310,Accused,454,377,0.95
310,Accused,623,512,0.875
310,Accused,798,677,0.95
310,Accused,2748,2375,0.825
310,Accused,3739,3264,0.875
310,Accused,5407,4787,0.875
311,Accused,455,377,0.95
311,Accused,4627,4065,0.95
311,Accused,4647,4086,0.875
311,Accused,4961,4370,0.95
312,Accused,456,377,0.95
312,Accused,3516,3065,0.9
312,Accused,4082,3582,0.95
312,Accused,4558,4012,0.85
313,Accused,457,378,0.85
313,Accused,3099,2695,0.85
314,Accused,459,379,0.9
314,Accused,1803,1530,0.9
315,Accused,460,379,0.95
315,Accused,578,476,0.875
315,Accused,2118,1823,0.95
315,Accused,2622,2270,0.875
315,Accused,3330,2901,0.925
315,Accused,3533,3078,0.825
315,Accused,4377,3859,0.95
315,Accused,5197,4589,0.925
316,Accused,461,379,0.95
316,Accused,5186,4581,0.95
317,Accused,463,381,0.85
317,Accused,1102,949,0.85
318,Accused,465,382,0.85
318,Accused,3001,2607,0.85
319,Accused,466,382,0.85
319,Accused,2539,2189,0.95
319,Accused,5539,4889,0.95
320,Accused,468,384,0.925
320,Accused,2644,2285,0.925
320,Accused,3365,2927,0.925
320,Accused,3953,3471,0.925
321,Accused,471,385,1.0
321,Accused,613,506,0.85
321,Accused,2383,2046,1.0
321,Accused,2481,2138,0.95
321,Accused,4155,3654,0.85
322,Accused,474,387,0.95
322,Accused,2146,1843,0.95
322,Accused,2447,2104,0.95
322,Accused,2839,2462,0.95
322,Accused,3314,2884,0.95
322,Accused,3457,3011,0.875
322,Accused,3502,3047,0.95
322,Accused,4004,3512,0.875
322,Accused,5243,4630,0.95
323,Accused,475,388,0.9
323,Accused,5451,4824,0.9
324,Accused,477,389,0.95
324,Accused,1352,1163,0.875
324,Accused,1820,1544,1.0
324,Accused,2611,2259,0.875
324,Accused,2791,2422,0.875
324,Accused,4252,3742,0.875
324,Accused,4597,4043,0.875
324,Accused,4665,4102,0.95
324,Accused,5420,4798,0.875
324,Accused,5582,4921,1.0
325,Accused,478,391,0.9
325,Accused,488,398,0.95
325,Accused,1733,1472,0.925
325,Accused,1936,1655,0.95
325,Accused,2804,2434,0.875
325,Accused,4576,4028,0.875
326,Accused,479,393,0.95
326,Accused,985,845,0.95
326,Accused,2162,1854,0.825
326,Accused,2248,1930,0.95
326,Accused,3983,3492,0.925
326,Accused,4008,3517,0.925
326,Accused,4096,3597,0.95
326,Accused,4483,3941,0.925
327,Accused,480,393,0.95
327,Accused,3125,2717,0.95
327,Accused,5132,4533,0.85
328,Accused,481,393,1.0
329,Accused,482,394,0.95
329,Accused,1770,1498,0.9
329,Accused,4289,3778,0.95
329,Accused,5103,4505,0.95
330,Accused,483,394,0.9
330,Accused,4339,3830,0.9
331,Accused,484,395,1.0
331,Accused,1530,1304,1.0
331,Accused,3683,3216,0.95
332,Accused,487,397,0.95
332,Accused,3374,2932,0.95
332,Accused,5448,4822,0.9
333,Accused,489,399,0.95
333,Accused,1245,1062,0.95
333,Accused,3566,3107,0.9
333,Accused,4191,3688,0.825
333,Accused,4509,3968,0.825
334,Accused,490,400,1.0
335,Accused,491,400,0.95
335,Accused,2678,2316,0.95
335,Accused,4265,3756,0.95
336,Accused,494,402,0.95
336,Accused,2450,2109,0.95
337,Accused,495,402,0.9
337,Accused,4543,3999,0.85
337,Accused,5252,4639,0.9
338,Accused,498,407,0.95
338,Accused,1430,1225,0.85
338,Accused,2035,1744,0.85
338,Accused,3974,3486,0.95
339,Accused,499,407,1.0
340,Accused,501,409,1.0
340,Accused,5108,4508,0.95
340,Accused,5558,4900,1.0
341,Accused,502,409,1.0
341,Accused,1380,1187,1.0
341,Accused,1475,1259,0.85
341,Accused,2566,2212,1.0
341,Accused,5520,4874,1.0
342,Accused,503,411,0.95
342,Accused,677,562,0.85
342,Accused,4170,3672,0.95
343,Accused,504,412,0.95
343,Accused,1720,1461,0.925
343,Accused,3706,3233,0.95
343,Accused,4093,3595,0.875
343,Accused,4549,4004,0.875
344,Accused,505,412,1.0
344,Accused,1952,1668,0.85
344,Accused,4441,3913,0.95
344,Accused,5262,4652,1.0
345,Accused,506,412,0.925
345,Accused,722,609,0.875
345,Accused,1578,1343,0.925
345,Accused,2691,2328,0.825
345,Accused,4783,4222,0.825
345,Accused,5152,4553,0.925
346,Accused,507,413,0.95
346,Accused,2480,2137,0.95
346,Accused,4006,3514,0.9
346,Accused,5031,4438,0.9
347,Accused,509,414,0.95
347,Accused,840,721,0.95
347,Accused,2207,1895,0.85
348,Accused,510,414,0.825
348,Accused,2650,2293,0.825
348,Accused,4492,3953,0.825
349,Accused,511,415,1.0
349,Accused,2606,2257,0.9
349,Accused,4596,4042,1.0
350,Accused,513,416,0.95
350,Accused,713,600,0.925
350,Accused,1648,1402,0.875
350,Accused,2482,2142,0.95
350,Accused,2910,2528,0.875
350,Accused,4786,4226,0.925
351,Accused,516,420,0.95
351,Accused,870,747,0.925
351,Accused,1204,1033,0.925
351,Accused,1771,1498,0.9
351,Accused,1911,1637,0.875
351,Accused,3724,3243,0.925
351,Accused,4776,4214,0.925
351,Accused,5561,4903,0.95
352,Accused,517,420,0.9
352,Accused,1642,1397,0.9
352,Accused,3688,3221,0.85
353,Accused,518,421,0.9
353,Accused,848,728,0.9
354,Accused,519,424,0.9
354,Accused,4389,3869,0.9
355,Accused,520,424,0.9
355,Accused,1526,1301,0.9
356,Accused,522,425,0.95
356,Accused,2367,2033,0.9
356,Accused,2623,2271,0.95
356,Accused,4129,3627,0.9
357,Accused,525,427,0.95
357,Accused,1286,1099,0.9
357,Accused,1966,1679,0.95
357,Accused,4607,4049,0.9
358,Accused,528,430,0.85
358,Accused,3134,2724,0.85
359,Accused,530,432,1.0
359,Accused,2058,1769,0.95
359,Accused,2734,2365,1.0
359,Accused,2809,2439,1.0
359,Accused,3991,3500,0.9
360,Accused,531,433,1.0
360,Accused,1492,1269,0.925
360,Accused,1655,1406,1.0
360,Accused,1718,1459,0.875
360,Accused,1946,1662,0.95
360,Accused,3063,2666,0.925
360,Accused,3591,3130,0.825
360,Accused,4452,3920,0.825
360,Accused,5340,4728,0.9
361,Accused,532,434,0.85
361,Accused,3744,3267,0.9
361,Accused,5369,4748,0.9
362,Accused,533,434,1.0
363,Accused,535,435,1.0
363,Accused,4757,4194,1.0
364,Accused,536,437,0.925
364,Accused,639,526,0.875
364,Accused,1054,910,0.925
364,Accused,1753,1484,0.925
364,Accused,3231,2807,0.825
364,Accused,5189,4584,0.875
364,Accused,5535,4886,0.875
365,Accused,537,437,0.85
365,Accused,4383,3863,0.85
365,Accused,5666,4987,0.85
366,Accused,538,438,1.0
367,Accused,539,440,1.0
367,Accused,1180,1014,0.95
367,Accused,4997,4407,1.0
367,Accused,5202,4593,0.9
368,Accused,540,441,0.95
368,Accused,790,672,0.825
368,Accused,795,675,0.825
368,Accused,1557,1323,0.875
368,Accused,3033,2636,0.875
368,Accused,5275,4670,0.95
369,Accused,542,442,0.95
369,Accused,1115,962,0.95
369,Accused,4843,4275,0.9
369,Accused,5009,4418,0.9
370,Accused,543,445,0.95
370,Accused,993,853,0.825
370,Accused,1407,1208,0.825
370,Accused,2541,2190,0.825
370,Accused,2601,2251,0.95
370,Accused,3050,2648,0.875
370,Accused,5330,4719,0.95
371,Accused,544,446,0.95
371,Accused,2290,1967,0.95
372,Accused,545,446,0.85
372,Accused,2040,1750,0.85
373,Accused,546,447,0.95
373,Accused,865,743,0.95
373,Accused,1503,1282,0.9
373,Accused,4187,3687,0.95
373,Accused,4517,3975,0.9
374,Accused,547,447,0.95
374,Accused,1060,916,0.95
374,Accused,1267,1079,0.85
374,Accused,3395,2952,0.9
375,Accused,548,448,1.0
375,Accused,834,716,1.0
375,Accused,982,843,0.95
375,Accused,1076,928,0.875
375,Accused,1384,1190,0.875
375,Accused,2036,1747,0.875
375,Accused,2358,2028,0.875
375,Accused,4562,4016,0.95
375,Accused,5287,4684,0.95
376,Accused,551,451,1.0
377,Accused,553,452,1.0
377,Accused,1400,1205,0.95
377,Accused,2968,2578,1.0
377,Accused,3224,2802,0.9
378,Accused,554,453,0.9
378,Accused,1216,1040,0.9
379,Accused,555,453,1.0
380,Accused,557,455,0.925
380,Accused,748,631,0.875
380,Accused,1298,1112,0.925
380,Accused,1889,1611,0.875
380,Accused,3012,2619,0.875
380,Accused,3389,2949,0.925
380,Accused,4968,4375,0.925
381,Accused,559,459,1.0
381,Accused,1190,1021,0.95
381,Accused,2324,1998,0.95
381,Accused,4371,3851,0.85
381,Accused,4462,3928,1.0
381,Accused,5288,4684,0.85
382,Accused,561,460,1.0
382,Accused,947,808,0.95
382,Accused,1397,1202,1.0
382,Accused,2778,2404,1.0
382,Accused,4415,3897,1.0
383,Accused,562,461,1.0
383,Accused,1989,1696,1.0
383,Accused,4609,4050,0.95
384,Accused,563,463,0.85
384,Accused,2590,2236,0.85
385,Accused,564,463,1.0
385,Accused,2862,2485,0.85
385,Accused,5066,4474,0.95
385,Accused,5099,4502,1.0
386,Accused,568,467,1.0
386,Accused,827,708,0.9
386,Accused,1975,1689,1.0
386,Accused,3157,2744,1.0
386,Accused,3419,2977,0.95
386,Accused,3820,3336,0.95
387,Accused,569,468,1.0
387,Accused,1610,1367,1.0
387,Accused,4505,3965,0.9
388,Accused,570,469,1.0
388,Accused,3626,3167,1.0
388,Accused,4547,4003,0.95
388,Accused,4842,4275,1.0
389,Accused,571,470,0.85
389,Accused,1239,1058,0.85
390,Accused,573,470,1.0
391,Accused,575,472,0.925
391,Accused,917,788,0.825
391,Accused,1088,939,0.825
391,Accused,1857,1582,0.825
391,Accused,3133,2722,0.875
391,Accused,4297,3791,0.925
392,Accused,582,478,0.95
392,Accused,1285,1098,0.95
392,Accused,1598,1359,0.9
392,Accused,2654,2295,0.85
392,Accused,4127,3624,0.85
392,Accused,4638,4079,0.95
393,Accused,583,479,1.0
394,Accused,584,479,1.0
394,Accused,1073,925,0.9
394,Accused,1885,1606,1.0
395,Accused,585,480,1.0
395,Accused,1345,1156,0.9
395,Accused,1878,1602,0.9
395,Accused,2269,1948,1.0
395,Accused,3094,2693,0.9
395,Accused,5370,4748,0.9
396,Accused,587,482,1.0
396,Accused,1326,1140,1.0
396,Accused,1855,1579,0.9
396,Accused,3357,2923,1.0
396,Accused,3363,2926,1.0
397,Accused,588,483,0.9
397,Accused,1299,1112,0.95
397,Accused,1449,1239,0.95
398,Accused,589,483,1.0
399,Accused,590,484,0.95
399,Accused,5353,4735,0.95
400,Accused,591,485,1.0
401,Accused,592,486,0.9
401,Accused,1539,1311,1.0
401,Accused,3521,3069,1.0
401,Accused,5332,4721,1.0
402,Accused,594,487,0.95
402,Accused,1279,1092,0.875
402,Accused,2653,2295,0.875
402,Accused,2882,2501,0.95
403,Accused,595,487,1.0
403,Accused,903,778,1.0
403,Accused,1065,918,0.95
403,Accused,2024,1728,0.95
403,Accused,3535,3079,0.95
403,Accused,4940,4353,0.9
404,Accused,596,489,1.0
404,Accused,3148,2738,1.0
404,Accused,4031,3537,0.9
404,Accused,5470,4838,0.9
405,Accused,598,489,1.0
405,Accused,1175,1009,1.0
405,Accused,3110,2704,0.95
405,Accused,4735,4176,1.0
405,Accused,5028,4437,1.0
406,Accused,600,493,0.95
406,Accused,2441,2101,0.95
406,Accused,2689,2327,0.95
406,Accused,3048,2645,0.95
407,Accused,601,494,1.0
408,Accused,603,496,0.9
408,Accused,679,563,0.925
408,Accused,1126,968,0.825
408,Accused,1519,1298,0.925
408,Accused,4884,4308,0.9
409,Accused,605,498,1.0
409,Accused,1161,998,0.95
409,Accused,2010,1714,1.0
409,Accused,4029,3532,0.95
410,Accused,606,500,1.0
411,Accused,609,503,0.825
411,Accused,3170,2756,0.825
412,Accused,610,504,1.0
412,Accused,935,801,0.9
412,Accused,953,815,0.95
412,Accused,1242,1060,1.0
412,Accused,1818,1541,0.95
412,Accused,3575,3113,1.0
412,Accused,3745,3267,0.95
412,Accused,4228,3722,0.9
413,Accused,611,504,0.95
413,Accused,5327,4717,0.95
414,Accused,614,506,0.9
414,Accused,1093,945,0.9
415,Accused,619,508,0.9
415,Accused,1005,863,0.9
415,Accused,5308,4701,0.85
416,Accused,620,510,0.95
416,Accused,2514,2171,0.925
416,Accused,2896,2514,0.9
416,Accused,3520,3068,0.95
417,Accused,622,512,1.0
417,Accused,2238,1917,1.0
418,Accused,624,513,0.95
418,Accused,2523,2179,0.95
418,Accused,3678,3212,0.95
418,Accused,5429,4804,0.9
418,Accused,5521,4875,0.9
419,Accused,626,514,0.95
419,Accused,2032,1743,0.95
419,Accused,4160,3661,0.95
419,Accused,5096,4498,0.95
420,Accused,627,515,0.85
420,Accused,4991,4399,0.85
421,Accused,629,517,0.95
421,Accused,1433,1227,0.95
421,Accused,3491,3039,0.95
421,Accused,4061,3563,0.825
421,Accused,4935,4346,0.9
422,Accused,633,519,0.95
422,Accused,1609,1367,0.9
422,Accused,2521,2178,0.95
423,Accused,634,520,1.0
423,Accused,2746,2373,1.0
423,Accused,3154,2741,0.9
424,Accused,636,522,1.0
424,Accused,2301,1976,0.9
424,Accused,3377,2935,1.0
424,Accused,4161,3662,1.0
424,Accused,5540,4890,0.95
425,Accused,637,523,0.9
425,Accused,2727,2360,0.9
426,Accused,640,527,1.0
426,Accused,3423,2980,0.9
426,Accused,4732,4166,1.0
427,Accused,641,528,1.0
427,Accused,2102,1807,0.95
427,Accused,2474,2131,1.0
427,Accused,4629,4067,0.9
428,Accused,644,529,0.95
428,Accused,1621,1378,0.95
429,Accused,645,529,0.9
429,Accused,5635,4963,0.9
430,Accused,646,530,0.9
430,Accused,810,690,0.9
431,Accused,647,532,1.0
431,Accused,1719,1460,1.0
431,Accused,2201,1889,0.85
432,Accused,648,533,0.875
432,Accused,1476,1259,0.875
432,Accused,3955,3472,0.875
433,Accused,649,534,0.875
433,Accused,886,762,0.95
433,Accused,1224,1045,0.95
433,Accused,2296,1974,0.875
434,Accused,650,535,0.85
434,Accused,3792,3312,0.85
435,Accused,651,535,0.95
435,Accused,1693,1436,0.95
435,Accused,4317,3810,0.9
435,Accused,4349,3835,0.95
436,Accused,652,537,1.0
437,Accused,655,540,0.85
437,Accused,3787,3305,0.85
438,Accused,656,541,1.0
438,Accused,2826,2451,0.85
438,Accused,5194,4586,0.9
438,Accused,5248,4636,1.0
439,Accused,658,542,1.0
439,Accused,2793,2424,1.0
440,Accused,659,544,0.95
440,Accused,2087,1794,0.95
440,Accused,2696,2331,0.9
441,Accused,660,544,1.0
441,Accused,1068,921,1.0
441,Accused,1905,1632,0.95
441,Accused,4482,3941,0.95
442,Accused,661,545,1.0
442,Accused,1713,1455,1.0
442,Accused,1956,1673,0.9
443,Accused,662,546,1.0
443,Accused,1393,1198,0.85
443,Accused,3673,3207,1.0
444,Accused,663,546,0.9
444,Accused,1954,1672,0.95
444,Accused,2635,2278,0.95
445,Accused,666,550,0.85
445,Accused,4132,3629,0.85
446,Accused,667,551,0.925
446,Accused,1809,1535,0.875
446,Accused,2346,2018,0.875
446,Accused,3113,2705,0.875
446,Accused,3358,2923,0.875
446,Accused,4065,3567,0.925
446,Accused,4148,3647,0.925
446,Accused,4713,4150,0.875
447,Accused,668,554,0.9
447,Accused,1685,1430,0.9
448,Accused,669,554,1.0
449,Accused,670,555,0.95
449,Accused,2351,2022,0.925
449,Accused,3796,3317,0.825
449,Accused,4503,3963,0.825
449,Accused,4792,4229,0.95
449,Accused,5276,4670,0.9
450,Accused,671,557,0.9
450,Accused,2814,2442,0.9
451,Accused,672,558,0.95
451,Accused,2079,1789,0.95
451,Accused,3829,3343,0.95
452,Accused,674,559,0.925
452,Accused,1361,1170,0.925
452,Accused,1730,1470,0.875
452,Accused,2599,2248,0.875
452,Accused,2713,2347,0.825
452,Accused,3317,2886,0.925
452,Accused,4551,4005,0.925
452,Accused,5245,4633,0.825
453,Accused,675,561,1.0
453,Accused,1332,1145,1.0
453,Accused,4726,4158,0.95
454,Accused,678,562,0.875
454,Accused,854,732,0.825
454,Accused,3425,2981,0.875
455,Accused,680,565,0.9
455,Accused,4190,3688,0.9
455,Accused,4628,4067,0.85
456,Accused,682,566,0.9
456,Accused,693,577,0.9
457,Accused,683,569,0.9
457,Accused,4395,3878,0.9
458,Accused,684,569,0.95
458,Accused,2416,2079,0.95
458,Accused,5563,4904,0.9
459,Accused,685,569,0.95
459,Accused,2537,2188,0.9
459,Accused,2829,2455,0.95
459,Accused,3650,3189,0.9
459,Accused,5525,4880,0.95
460,Accused,686,570,1.0
460,Accused,1127,968,1.0
460,Accused,1608,1367,0.825
460,Accused,1846,1572,0.95
460,Accused,1848,1575,0.875
460,Accused,1853,1577,0.95
460,Accused,2250,1931,0.925
460,Accused,4218,3711,0.925
461,Accused,687,570,0.925
461,Accused,714,600,0.875
461,Accused,1221,1044,0.925
461,Accused,1268,1079,0.925
461,Accused,1897,1622,0.925
461,Accused,2595,2241,0.875
461,Accused,3577,3115,0.875
461,Accused,4677,4113,0.875
462,Accused,688,571,1.0
462,Accused,738,622,0.925
462,Accused,1510,1287,1.0
462,Accused,1717,1458,0.925
462,Accused,1731,1470,0.875
462,Accused,2348,2020,0.9
462,Accused,2501,2158,0.9
462,Accused,3024,2631,0.95
463,Accused,690,573,0.95
463,Accused,1037,891,0.9
463,Accused,3765,3283,0.95
464,Accused,691,575,1.0
464,Accused,4179,3682,0.95
464,Accused,4239,3730,0.95
464,Accused,4918,4337,1.0
465,Accused,695,578,1.0
465,Accused,1749,1480,1.0
465,Accused,4555,4009,0.9
465,Accused,5647,4972,0.85
466,Accused,696,580,0.925
466,Accused,1479,1261,0.875
466,Accused,3449,3001,0.925
466,Accused,3929,3446,0.875
467,Accused,697,581,1.0
468,Accused,699,584,0.85
468,Accused,3676,3210,0.85
469,Accused,700,584,0.9
469,Accused,5139,4540,0.9
470,Accused,701,585,1.0
470,Accused,746,630,1.0
470,Accused,2938,2552,0.825
470,Accused,4362,3848,0.95
470,Accused,4594,4039,0.95
470,Accused,5222,4609,0.875
471,Accused,704,587,0.95
471,Accused,1264,1077,0.95
471,Accused,3775,3295,0.85
471,Accused,3987,3497,0.9
472,Accused,705,588,0.95
472,Accused,2253,1933,0.95
472,Accused,4212,3706,0.95
472,Accused,4722,4154,0.9
473,Accused,706,589,1.0
473,Accused,3703,3232,0.9
473,Accused,4243,3731,1.0
473,Accused,5645,4970,0.95
474,Accused,709,595,1.0
474,Accused,931,799,0.825
474,Accused,4765,4202,1.0
475,Accused,710,597,0.85
475,Accused,2291,1969,0.85
476,Accused,712,599,0.95
476,Accused,5358,4738,0.95
477,Accused,715,601,1.0
477,Accused,2218,1904,0.9
477,Accused,3292,2863,0.925
477,Accused,3614,3151,0.95
477,Accused,4074,3574,1.0
477,Accused,5455,4826,0.925
478,Accused,716,603,0.9
478,Accused,5458,4830,0.9
479,Accused,717,605,0.95
479,Accused,2128,1830,0.95
479,Accused,3070,2674,0.95
479,Accused,4396,3879,0.95
480,Accused,718,606,1.0
480,Accused,758,641,0.85
480,Accused,1858,1582,1.0
480,Accused,2929,2542,1.0
480,Accused,5319,4710,0.9
480,Accused,5565,4907,0.9
481,Accused,720,608,1.0
481,Accused,1528,1302,0.925
481,Accused,1913,1637,0.875
481,Accused,2014,1716,0.9
481,Accused,2073,1784,0.95
481,Accused,2370,2035,0.875
481,Accused,2552,2200,1.0
481,Accused,3847,3368,0.9
481,Accused,4351,3838,0.9
482,Accused,721,609,0.95
482,Accused,2449,2107,0.95
482,Accused,2892,2510,0.85
483,Accused,723,610,0.95
483,Accused,2336,2012,1.0
483,Accused,2927,2541,1.0
484,Accused,725,612,1.0
484,Accused,5094,4497,0.9
484,Accused,5118,4519,1.0
485,Accused,726,612,0.95
485,Accused,1134,973,0.95
485,Accused,4700,4135,0.85
486,Accused,727,613,0.85
486,Accused,2789,2419,0.85
487,Accused,728,615,0.9
487,Accused,1120,965,0.9
488,Accused,729,616,0.95
488,Accused,1890,1612,0.95
488,Accused,2905,2526,0.95
488,Accused,3212,2795,0.95
488,Accused,4554,4009,0.95
489,Accused,730,617,1.0
489,Accused,1337,1151,0.85
489,Accused,3925,3443,1.0
490,Accused,731,617,0.85
490,Accused,2710,2345,0.85
491,Accused,733,618,0.95
491,Accused,2154,1849,0.95
491,Accused,2465,2123,0.9
491,Accused,2633,2277,0.85
492,Accused,736,620,0.9
492,Accused,3286,2860,0.9
493,Accused,737,620,0.9
493,Accused,1015,871,0.9
493,Accused,2009,1714,0.85
493,Accused,3685,3217,0.9
494,Accused,739,622,0.9
494,Accused,4584,4033,0.9
495,Accused,740,623,1.0
496,Accused,743,626,1.0
496,Accused,2747,2373,1.0
496,Accused,3092,2691,0.85
497,Accused,745,629,1.0
498,Accused,749,633,0.95
498,Accused,2104,1809,0.95
498,Accused,2473,2130,0.9
498,Accused,4819,4253,0.95
499,Accused,750,634,1.0
500,Accused,751,637,1.0
500,Accused,1748,1480,1.0
501,Accused,754,638,0.85
501,Accused,5115,4515,0.85
502,Accused,755,638,1.0
502,Accused,3006,2611,0.95
502,Accused,3776,3296,0.95
502,Accused,3850,3369,1.0
503,Accused,756,639,0.875
503,Accused,971,833,0.875
504,Accused,757,641,0.95
504,Accused,1931,1651,0.95
504,Accused,3858,3377,0.95
504,Accused,4079,3579,0.95
505,Accused,759,642,0.95
505,Accused,3830,3344,0.95
506,Accused,760,643,0.9
506,Accused,5668,4989,0.9
507,Accused,761,644,0.95
507,Accused,2372,2038,0.9
507,Accused,5269,4664,0.95
508,Accused,764,649,1.0
508,Accused,975,838,1.0
508,Accused,2540,2190,0.85
508,Accused,5207,4596,1.0
508,Accused,5480,4844,0.9
509,Accused,766,652,1.0
510,Accused,768,653,0.9
510,Accused,784,664,0.9
511,Accused,769,653,0.9
511,Accused,1123,966,0.9
511,Accused,2095,1802,0.9
512,Accused,770,654,1.0
512,Accused,831,713,0.85
512,Accused,3042,2641,0.95
512,Accused,4307,3800,1.0
513,Accused,771,654,0.925
513,Accused,4917,4337,0.875
513,Accused,5259,4648,0.925
514,Accused,772,655,1.0
514,Accused,1933,1652,0.95
514,Accused,4247,3734,1.0
515,Accused,773,657,0.95
515,Accused,1976,1689,1.0
515,Accused,1997,1701,1.0
515,Accused,5270,4664,0.9
516,Accused,774,659,0.9
516,Accused,1601,1361,0.85
516,Accused,5159,4559,0.9
517,Accused,775,659,0.9
517,Accused,2022,1727,0.875
517,Accused,4300,3796,0.9
517,Accused,5514,4870,0.875
518,Accused,776,660,1.0
518,Accused,3304,2877,1.0
518,Accused,4304,3798,0.85
519,Accused,777,660,1.0
519,Accused,1624,1382,1.0
519,Accused,3815,3334,0.9
519,Accused,4290,3780,0.95
519,Accused,5037,4447,1.0
519,Accused,5543,4891,0.9
520,Accused,779,661,0.9
520,Accused,2743,2371,0.95
520,Accused,4646,4086,0.95
520,Accused,4715,4151,0.95
521,Accused,782,662,0.95
521,Accused,1278,1091,1.0
521,Accused,3021,2628,0.95
521,Accused,4062,3566,0.95
521,Accused,5575,4913,1.0
522,Accused,785,667,0.95
522,Accused,1774,1500,0.9
522,Accused,3843,3364,0.95
523,Accused,786,667,0.95
523,Accused,2706,2340,0.95
523,Accused,5293,4690,0.95
524,Accused,788,669,0.875
524,Accused,3465,3018,0.875
525,Accused,792,673,0.95
525,Accused,1543,1314,0.85
525,Accused,1969,1682,0.95
526,Accused,793,674,0.95
526,Accused,797,676,0.95
526,Accused,5559,4901,0.9
527,Accused,794,675,0.95
527,Accused,3433,2986,0.95
527,Accused,5349,4733,0.95
528,Accused,796,676,0.95
528,Accused,829,711,0.9
528,Accused,1001,858,0.95
528,Accused,1105,954,0.95
528,Accused,4892,4316,0.95
529,Accused,801,682,0.95
529,Accused,1289,1102,0.95
529,Accused,1646,1402,0.95
529,Accused,1960,1675,0.9
529,Accused,5234,4622,0.95
530,Accused,802,685,1.0
530,Accused,1514,1294,1.0
530,Accused,2293,1972,0.95
531,Accused,804,687,1.0
531,Accused,1659,1409,0.9
531,Accused,2380,2043,1.0
531,Accused,4587,4035,0.95
531,Accused,4659,4095,0.95
532,Accused,805,687,0.9
532,Accused,5055,4465,0.9
533,Accused,806,687,0.95
533,Accused,813,694,0.85
533,Accused,3312,2882,0.9
533,Accused,3633,3173,0.85
533,Accused,5493,4854,0.85
533,Accused,5612,4949,0.95
534,Accused,808,689,0.85
534,Accused,4769,4207,0.85
535,Accused,811,691,1.0
535,Accused,2085,1794,1.0
536,Accused,815,696,0.95
536,Accused,1262,1077,0.95
536,Accused,1839,1568,0.95
536,Accused,4530,3989,0.9
537,Accused,818,699,0.95
537,Accused,1692,1435,0.85
537,Accused,5617,4951,0.95
538,Accused,819,699,0.85
538,Accused,2692,2329,0.85
538,Accused,2880,2499,0.85
539,Accused,822,702,1.0
540,Accused,825,704,0.95
540,Accused,1401,1205,0.95
540,Accused,1886,1608,0.95
541,Accused,828,709,0.95
541,Accused,4068,3568,0.95
542,Accused,835,716,0.9
542,Accused,1653,1405,0.95
542,Accused,4724,4156,0.95
543,Accused,837,718,0.9
543,Accused,3347,2915,0.9
544,Accused,838,719,0.85
544,Accused,1949,1664,0.85
545,Accused,839,720,1.0
545,Accused,4964,4372,1.0
545,Accused,5283,4678,0.95
546,Accused,841,721,1.0
546,Accused,5360,4739,1.0
547,Accused,842,722,1.0
547,Accused,1160,998,0.875
547,Accused,2161,1854,0.875
547,Accused,3037,2639,1.0
547,Accused,4971,4377,1.0
547,Accused,5476,4840,0.875
547,Accused,5478,4842,0.85
548,Accused,851,730,1.0
549,Accused,853,732,1.0
549,Accused,1277,1091,1.0
549,Accused,2192,1883,0.9
549,Accused,2731,2364,1.0
549,Accused,2825,2450,0.95
550,Accused,855,733,1.0
551,Accused,857,735,1.0
551,Accused,2945,2556,1.0
552,Accused,858,737,0.95
552,Accused,1177,1011,0.95
552,Accused,4867,4294,0.875
553,Accused,859,739,0.9
553,Accused,951,815,0.9
553,Accused,2377,2042,0.9
554,Accused,861,740,1.0
554,Accused,4586,4034,1.0
554,Accused,4950,4362,0.95
