CaseMasterID,CrimeNo,CrimeRegisteredDate,PoliceStation,District,CaseCategory,Gravity,CrimeMajorHead,CrimeMinorHead,CaseStatus,Court,IncidentFromDate,latitude,longitude,BriefFacts,FinalReportType
2359,100040017202400028,2024-02-12,Mangaluru North PS,Mangaluru City,FIR,Non-Heinous,Crimes Against Property,Vehicle Theft,Convicted,Mangaluru City District & Sessions Court,2024-02-10 23:00:00,12.883713,74.827796,Complainant parked his Swift car bearing registration KA-02-HF-5795 near City Railway Station. On return the vehicle was found stolen.,A
2362,100010006202200018,2022-02-01,Upparpet PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Convicted,Bengaluru City District & Sessions Court,2022-01-30 20:00:00,12.954476,77.575773,Complainant reported the incident of grievous hurt which occurred near Koramangala 5th Block. Investigation taken up.,A
2363,100030015202400024,2024-01-25,Mysuru Lakshmipuram PS,Mysuru,FIR,Non-Heinous,Cyber Crimes,Online Financial Fraud,Closed - Undetected,Mysuru District & Sessions Court,2024-01-23 06:00:00,12.311258,76.642038,"Complainant received a call from unknown person posing as bank official and was induced to share OTP, following which Rs. 120000 was fraudulently transferred from his account.",C
2364,100040017202400029,2024-06-10,Mangaluru North PS,Mangaluru City,FIR,Non-Heinous,Crimes Against Property,Chain Snatching,Convicted,Mangaluru City District & Sessions Court,2024-06-09 01:00:00,12.870453,74.821994,Two persons on a blue Splendor approached the complainant walking near Koramangala 5th Block and the pillion rider snatched the gold chain weighing approx 15 grams from her neck and sped away towards Majestic.,A
2365,100040017202600023,2026-01-13,Mangaluru North PS,Mangaluru City,FIR,Non-Heinous,Crimes Against Public Order,Rioting,Closed - Undetected,Mangaluru City District & Sessions Court,2026-01-13 10:00:00,12.861462,74.842363,Complainant reported the incident of rioting which occurred near City Railway Station. Investigation taken up.,C
2367,100070020202600021,2026-02-17,Hubballi Town PS,Hubballi-Dharwad,FIR,Non-Heinous,Crimes Against Body,Simple Hurt,Charge Sheeted,Hubballi-Dharwad District & Sessions Court,2026-02-17 00:00:00,15.372566,75.122833,Altercation between complainant and accused over land dispute near Banashankari Temple; accused assaulted complainant with hands and stone causing simple injuries.,A
2371,100010011202600020,2026-05-25,Whitefield PS,Bengaluru City,FIR,Heinous,Crimes Against Body,Attempt to Murder,Charge Sheeted,Bengaluru City District & Sessions Court,2026-05-23 11:00:00,12.97612,77.724944,Complainant reported the incident of attempt to murder which occurred near Hebbal Flyover. Investigation taken up.,A
2372,100080021202300020,2023-02-27,Shivamogga Doddapete PS,Shivamogga,FIR,Heinous,Crimes Against Property,Robbery,Convicted,Shivamogga District & Sessions Court,2023-02-25 00:00:00,13.948909,75.567075,Complainant reported the incident of robbery which occurred near Shivajinagar. Investigation taken up.,A
2373,100020013202600022,2026-12-04,Nelamangala PS,Bengaluru Rural,FIR,Non-Heinous,Crimes Against Property,Ordinary Theft,Convicted,Bengaluru Rural District & Sessions Court,2026-12-03 07:00:00,13.101856,77.369749,Complainant reported the incident of ordinary theft which occurred near Yelahanka New Town. Investigation taken up.,A
2374,100010012202300022,2023-03-01,Yelahanka PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,Ordinary Theft,Charge Sheeted,Bengaluru City District & Sessions Court,2023-02-28 02:00:00,13.120367,77.581425,Complainant reported the incident of ordinary theft which occurred near Electronic City Phase 1. Investigation taken up.,A
2376,100010008202200031,2022-09-07,Cubbon Park PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Women,Cruelty by Husband/Relatives,Convicted,Bengaluru City District & Sessions Court,2022-09-06 14:00:00,12.949469,77.59835,Complainant reported the incident of cruelty by husband/relatives which occurred near Jayanagar 4th Block. Investigation taken up.,A
2378,100010011202600021,2026-11-11,Whitefield PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Acquitted,Bengaluru City District & Sessions Court,2026-11-09 13:00:00,12.98904,77.773243,Complainant reported the incident of grievous hurt which occurred near Jayanagar 4th Block. Investigation taken up.,A
2379,100010010202500024,2025-08-06,Koramangala PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,Vehicle Theft,Convicted,Bengaluru City District & Sessions Court,2025-08-04 02:00:00,12.954457,77.625834,Swift car KA-05-CH-3120 stolen from parking area near Jayanagar 4th Block between 1200 and 1900 hours.,A
2380,100010012202600023,2026-04-16,Yelahanka PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,House Burglary,Acquitted,Bengaluru City District & Sessions Court,2026-04-15 12:00:00,13.097104,77.6159,House breaking at Malleshwaram 8th Cross; accused gained entry through rear window and stole valuables worth approx Rs. 50000.,A
2381,100010009202200018,2022-09-28,Jayanagar PS,Bengaluru City,FIR,Heinous,Crimes Against Property,Robbery,Charge Sheeted,Bengaluru City District & Sessions Court,2022-09-26 05:00:00,12.935406,77.594708,Complainant reported the incident of robbery which occurred near Whitefield Main Road. Investigation taken up.,A
2382,100030015202100033,2021-11-26,Mysuru Lakshmipuram PS,Mysuru,FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Acquitted,Mysuru District & Sessions Court,2021-11-24 10:00:00,12.282983,76.681244,Complainant reported the incident of grievous hurt which occurred near Shivajinagar. Investigation taken up.,A
2383,100010011202400024,2024-05-12,Whitefield PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,Vehicle Theft,Closed - Undetected,Bengaluru City District & Sessions Court,2024-05-12 06:00:00,12.989447,77.75751,Splendor motorcycle KA-03-FD-1853 stolen from parking area near Jayanagar 4th Block between 1000 and 1500 hours.,C
2384,100010007202600020,2026-02-23,KR Market PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Public Order,Rioting,Closed - Undetected,Bengaluru City District & Sessions Court,2026-02-21 08:00:00,12.984343,77.557156,Complainant reported the incident of rioting which occurred near Malleshwaram 8th Cross. Investigation taken up.,C
2385,100020014202300017,2023-04-08,Devanahalli PS,Bengaluru Rural,FIR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Charge Sheeted,Bengaluru Rural District & Sessions Court,2023-04-08 09:00:00,13.236375,77.730612,Complainant reported the incident of criminal breach of trust which occurred near Malleshwaram 8th Cross. Investigation taken up.,A
2386,100070020202300028,2023-06-26,Hubballi Town PS,Hubballi-Dharwad,FIR,Non-Heinous,Crimes Against Body,Simple Hurt,Convicted,Hubballi-Dharwad District & Sessions Court,2023-06-24 23:00:00,15.365927,75.10088,Altercation between complainant and accused over land dispute near Shivajinagar; accused assaulted complainant with hands and club causing simple injuries.,A
2388,100010012202100024,2021-10-08,Yelahanka PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,Chain Snatching,Convicted,Bengaluru City District & Sessions Court,2021-10-06 23:00:00,13.075447,77.620393,Two persons on a red Activa scooter approached the complainant walking near Shivajinagar and the pillion rider snatched the gold chain weighing approx 15 grams from her neck and sped away towards Majestic.,A
2389,100060019202400027,2024-04-26,Kalaburagi Station Bazaar PS,Kalaburagi,FIR,Heinous,Crimes Against Women,Molestation,Charge Sheeted,Kalaburagi District & Sessions Court,2024-04-26 20:00:00,17.345184,76.81933,Complainant reported the incident of molestation which occurred near Whitefield Main Road. Investigation taken up.,A
2390,100010012202100025,2021-06-19,Yelahanka PS,Bengaluru City,FIR,Non-Heinous,Cyber Crimes,Online Financial Fraud,Acquitted,Bengaluru City District & Sessions Court,2021-06-18 01:00:00,13.126896,77.618323,"Complainant received a call from unknown person posing as bank official and was induced to share OTP, following which Rs. 120000 was fraudulently transferred from his account.",A
2391,100020014202400031,2024-11-18,Devanahalli PS,Bengaluru Rural,FIR,Non-Heinous,Economic Offences,Cheating,Acquitted,Bengaluru Rural District & Sessions Court,2024-11-16 16:00:00,13.268676,77.731645,Complainant reported the incident of cheating which occurred near Jayanagar 4th Block. Investigation taken up.,A
2392,100050018202600025,2026-12-28,Belagavi Market PS,Belagavi,FIR,Non-Heinous,Crimes Against Body,Simple Hurt,Closed - Undetected,Belagavi District & Sessions Court,2026-12-26 09:00:00,15.834464,74.513713,Altercation between complainant and accused over land dispute near Malleshwaram 8th Cross; accused assaulted complainant with hands and knife causing simple injuries.,C
2393,100030015202600020,2026-10-01,Mysuru Lakshmipuram PS,Mysuru,FIR,Non-Heinous,Crimes Against Public Order,Unlawful Assembly,Convicted,Mysuru District & Sessions Court,2026-09-30 00:00:00,12.301529,76.667748,Complainant reported the incident of unlawful assembly which occurred near City Railway Station. Investigation taken up.,A
2394,100010011202300023,2023-09-10,Whitefield PS,Bengaluru City,FIR,Non-Heinous,Economic Offences,Cheating,Charge Sheeted,Bengaluru City District & Sessions Court,2023-09-09 22:00:00,12.985912,77.752715,Complainant reported the incident of cheating which occurred near KR Market. Investigation taken up.,A
2395,100010008202200032,2022-02-25,Cubbon Park PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,Ordinary Theft,Convicted,Bengaluru City District & Sessions Court,2022-02-24 19:00:00,12.955337,77.568208,Complainant reported the incident of ordinary theft which occurred near Banashankari Temple. Investigation taken up.,A
2396,100070020202100021,2021-04-05,Hubballi Town PS,Hubballi-Dharwad,FIR,Non-Heinous,Crimes Against Property,Chain Snatching,Acquitted,Hubballi-Dharwad District & Sessions Court,2021-04-03 10:00:00,15.361847,75.128049,Two persons on a black Pulsar motorcycle approached the complainant walking near Whitefield Main Road and the pillion rider snatched the gold chain weighing approx 15 grams from her neck and sped away towards Market side.,A
2398,100010006202200019,2022-12-02,Upparpet PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,House Burglary,Closed - Undetected,Bengaluru City District & Sessions Court,2022-11-30 16:00:00,12.981577,77.593092,Unknown persons broke open the door lock of the complainant's house at Whitefield Main Road during night hours and committed theft of gold ornaments and cash worth Rs. 200000.,C
2399,100010009202600028,2026-09-06,Jayanagar PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Charge Sheeted,Bengaluru City District & Sessions Court,2026-09-06 09:00:00,12.90398,77.581302,Complainant reported the incident of grievous hurt which occurred near Majestic Bus Stand. Investigation taken up.,A
2400,100010006202100028,2021-08-21,Upparpet PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,Ordinary Theft,Closed - Undetected,Bengaluru City District & Sessions Court,2021-08-19 04:00:00,12.953835,77.553716,Complainant reported the incident of ordinary theft which occurred near Yelahanka New Town. Investigation taken up.,C
2401,100020013202100028,2021-06-01,Nelamangala PS,Bengaluru Rural,FIR,Non-Heinous,Crimes Against Body,Simple Hurt,Closed - Undetected,Bengaluru Rural District & Sessions Court,2021-05-31 02:00:00,13.079873,77.409897,Altercation between complainant and accused over money matter near Electronic City Phase 1; accused assaulted complainant with hands and iron rod causing simple injuries.,C
2402,100050018202200015,2022-09-24,Belagavi Market PS,Belagavi,FIR,Non-Heinous,Economic Offences,Cheating,Acquitted,Belagavi District & Sessions Court,2022-09-22 06:00:00,15.857992,74.493787,Complainant reported the incident of cheating which occurred near Yelahanka New Town. Investigation taken up.,A
2403,100040017202300026,2023-03-26,Mangaluru North PS,Mangaluru City,FIR,Non-Heinous,Economic Offences,Cheating,Acquitted,Mangaluru City District & Sessions Court,2023-03-26 21:00:00,12.890648,74.856267,Complainant reported the incident of cheating which occurred near KR Market. Investigation taken up.,A
2404,100010009202100035,2021-05-06,Jayanagar PS,Bengaluru City,FIR,Non-Heinous,Economic Offences,Cheating,Closed - Undetected,Bengaluru City District & Sessions Court,2021-05-06 09:00:00,12.917909,77.578279,Complainant reported the incident of cheating which occurred near Mysuru Devaraja Market. Investigation taken up.,C
2405,100060019202600032,2026-06-14,Kalaburagi Station Bazaar PS,Kalaburagi,FIR,Non-Heinous,Crimes Against Public Order,Rioting,Closed - Undetected,Kalaburagi District & Sessions Court,2026-06-13 13:00:00,17.325693,76.844222,Complainant reported the incident of rioting which occurred near Koramangala 5th Block. Investigation taken up.,C
2406,100060019202200041,2022-03-16,Kalaburagi Station Bazaar PS,Kalaburagi,FIR,Non-Heinous,Crimes Against Property,Ordinary Theft,Charge Sheeted,Kalaburagi District & Sessions Court,2022-03-14 18:00:00,17.350158,76.822745,Complainant reported the incident of ordinary theft which occurred near Shivajinagar. Investigation taken up.,A
2407,100010009202200019,2022-07-28,Jayanagar PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,Vehicle Theft,Closed - Undetected,Bengaluru City District & Sessions Court,2022-07-27 18:00:00,12.95614,77.559345,Bolero KA-41-FC-3963 stolen from parking area near City Railway Station between 0930 and 1500 hours.,C
2411,100020014202400033,2024-04-05,Devanahalli PS,Bengaluru Rural,FIR,Non-Heinous,Crimes Against Property,Ordinary Theft,Closed - Undetected,Bengaluru Rural District & Sessions Court,2024-04-04 03:00:00,13.257299,77.730132,Complainant reported the incident of ordinary theft which occurred near Banashankari Temple. Investigation taken up.,C
2412,100020014202500033,2025-05-19,Devanahalli PS,Bengaluru Rural,FIR,Non-Heinous,Crimes Against Property,Ordinary Theft,Acquitted,Bengaluru Rural District & Sessions Court,2025-05-17 20:00:00,13.254572,77.735744,Complainant reported the incident of ordinary theft which occurred near Majestic Bus Stand. Investigation taken up.,A
2413,100020013202600023,2026-03-14,Nelamangala PS,Bengaluru Rural,FIR,Non-Heinous,Crimes Against Property,Ordinary Theft,Closed - Undetected,Bengaluru Rural District & Sessions Court,2026-03-14 17:00:00,13.100393,77.414549,Complainant reported the incident of ordinary theft which occurred near Belagavi Fort Road. Investigation taken up.,C
2414,100010007202600021,2026-11-23,KR Market PS,Bengaluru City,FIR,Heinous,Crimes Against Property,Robbery,Convicted,Bengaluru City District & Sessions Court,2026-11-23 15:00:00,12.956955,77.554783,Complainant reported the incident of robbery which occurred near Yelahanka New Town. Investigation taken up.,A
2417,100030016202300025,2023-11-26,Mysuru VV Puram PS,Mysuru,FIR,Non-Heinous,Crimes Against Property,Vehicle Theft,Charge Sheeted,Mysuru District & Sessions Court,2023-11-24 17:00:00,12.298088,76.622989,Activa scooter KA-01-CG-4453 stolen from parking area near Shivajinagar between 1300 and 1000 hours.,A
2418,100010006202200020,2022-10-19,Upparpet PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,Chain Snatching,Closed - Undetected,Bengaluru City District & Sessions Court,2022-10-18 13:00:00,12.954651,77.593919,Unknown accused on motorcycle snatched 15 gram gold chain from complainant near Mysuru Devaraja Market at around 1230 hours and escaped.,C
2419,100020014202500034,2025-12-05,Devanahalli PS,Bengaluru Rural,FIR,Non-Heinous,Economic Offences,Cheating,Convicted,Bengaluru Rural District & Sessions Court,2025-12-05 15:00:00,13.251354,77.736962,Complainant reported the incident of cheating which occurred near Belagavi Fort Road. Investigation taken up.,A
2420,100060019202400028,2024-08-20,Kalaburagi Station Bazaar PS,Kalaburagi,FIR,Non-Heinous,Crimes Against Body,Simple Hurt,Closed - False Case,Kalaburagi District & Sessions Court,2024-08-20 19:00:00,17.305294,76.824586,Altercation between complainant and accused over trivial issue near Hebbal Flyover; accused assaulted complainant with hands and stone causing simple injuries.,B
2422,100050018202500033,2025-11-05,Belagavi Market PS,Belagavi,FIR,Non-Heinous,Crimes Against Property,Ordinary Theft,Charge Sheeted,Belagavi District & Sessions Court,2025-11-03 15:00:00,15.876725,74.479256,Complainant reported the incident of ordinary theft which occurred near Electronic City Phase 1. Investigation taken up.,A
2425,100010007202600022,2026-07-14,KR Market PS,Bengaluru City,FIR,Heinous,Crimes Against Body,Attempt to Murder,Convicted,Bengaluru City District & Sessions Court,2026-07-12 13:00:00,12.961,77.603302,Complainant reported the incident of attempt to murder which occurred near Majestic Bus Stand. Investigation taken up.,A
2428,100020013202100029,2021-01-15,Nelamangala PS,Bengaluru Rural,FIR,Non-Heinous,Crimes Against Property,Ordinary Theft,Charge Sheeted,Bengaluru Rural District & Sessions Court,2021-01-13 07:00:00,13.085559,77.405095,Complainant reported the incident of ordinary theft which occurred near KR Market. Investigation taken up.,A
2429,100050018202200016,2022-01-18,Belagavi Market PS,Belagavi,FIR,Non-Heinous,Crimes Against Property,Ordinary Theft,Convicted,Belagavi District & Sessions Court,2022-01-16 04:00:00,15.838821,74.510924,Complainant reported the incident of ordinary theft which occurred near Hebbal Flyover. Investigation taken up.,A
2430,100010009202600029,2026-07-27,Jayanagar PS,Bengaluru City,FIR,Non-Heinous,Economic Offences,Cheating,Convicted,Bengaluru City District & Sessions Court,2026-07-25 09:00:00,12.931104,77.584884,Complainant reported the incident of cheating which occurred near Mysuru Devaraja Market. Investigation taken up.,A
2431,100020014202500036,2025-09-04,Devanahalli PS,Bengaluru Rural,FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Convicted,Bengaluru Rural District & Sessions Court,2025-09-03 09:00:00,13.221537,77.700596,Complainant reported the incident of grievous hurt which occurred near Whitefield Main Road. Investigation taken up.,A
2432,100010009202200020,2022-09-12,Jayanagar PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Acquitted,Bengaluru City District & Sessions Court,2022-09-11 23:00:00,12.910555,77.581556,Complainant reported the incident of grievous hurt which occurred near Hebbal Flyover. Investigation taken up.,A
2434,100010012202400035,2024-12-23,Yelahanka PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,Chain Snatching,Closed - False Case,Bengaluru City District & Sessions Court,2024-12-23 13:00:00,13.109322,77.611688,Unknown accused on motorcycle snatched 30 gram gold chain from complainant near City Railway Station at around 2100 hours and escaped.,B
2435,100070020202200028,2022-03-01,Hubballi Town PS,Hubballi-Dharwad,FIR,Non-Heinous,Crimes Against Property,Vehicle Theft,Charge Sheeted,Hubballi-Dharwad District & Sessions Court,2022-02-27 11:00:00,15.356966,75.139909,Swift car KA-02-EB-8997 stolen from parking area near Mysuru Devaraja Market between 1030 and 1600 hours.,A
2437,100020013202200029,2022-10-08,Nelamangala PS,Bengaluru Rural,FIR,Non-Heinous,Crimes Against Property,Vehicle Theft,Closed - False Case,Bengaluru Rural District & Sessions Court,2022-10-07 01:00:00,13.082042,77.412126,Splendor motorcycle KA-04-FC-6349 stolen from parking area near Shivajinagar between 2030 and 1100 hours.,B
2438,100010006202400033,2024-03-19,Upparpet PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Body,Simple Hurt,Charge Sheeted,Bengaluru City District & Sessions Court,2024-03-19 21:00:00,12.990849,77.582153,Altercation between complainant and accused over land dispute near Banashankari Temple; accused assaulted complainant with hands and knife causing simple injuries.,A
2439,100010012202100026,2021-07-10,Yelahanka PS,Bengaluru City,FIR,Heinous,Crimes Against Property,Robbery,Charge Sheeted,Bengaluru City District & Sessions Court,2021-07-08 11:00:00,13.11082,77.582457,Complainant reported the incident of robbery which occurred near Mysuru Devaraja Market. Investigation taken up.,A
2440,100060019202100021,2021-11-15,Kalaburagi Station Bazaar PS,Kalaburagi,FIR,Non-Heinous,Cyber Crimes,Online Financial Fraud,Charge Sheeted,Kalaburagi District & Sessions Court,2021-11-13 09:00:00,17.348097,76.834921,"Complainant received a call from unknown person posing as bank official and was induced to share OTP, following which Rs. 350000 was fraudulently transferred from his account.",A
2441,100010007202500028,2025-02-24,KR Market PS,Bengaluru City,FIR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Charge Sheeted,Bengaluru City District & Sessions Court,2025-02-24 22:00:00,12.978622,77.578675,Complainant reported the incident of criminal breach of trust which occurred near MG Road. Investigation taken up.,A
2442,100030016202500026,2025-03-21,Mysuru VV Puram PS,Mysuru,FIR,Non-Heinous,Crimes Against Body,Simple Hurt,Closed - Undetected,Mysuru District & Sessions Court,2025-03-21 14:00:00,12.321186,76.633356,Altercation between complainant and accused over money matter near Whitefield Main Road; accused assaulted complainant with hands and stone causing simple injuries.,C
2443,100010011202300024,2023-11-03,Whitefield PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Body,Simple Hurt,Closed - Undetected,Bengaluru City District & Sessions Court,2023-11-03 01:00:00,12.953867,77.741682,Altercation between complainant and accused over trivial issue near Shivajinagar; accused assaulted complainant with hands and iron rod causing simple injuries.,C
2444,100010012202100027,2021-09-05,Yelahanka PS,Bengaluru City,FIR,Non-Heinous,Cyber Crimes,Online Financial Fraud,Acquitted,Bengaluru City District & Sessions Court,2021-09-04 06:00:00,13.100895,77.610856,"Complainant received a call from unknown person posing as bank official and was induced to share OTP, following which Rs. 50000 was fraudulently transferred from his account.",A
2445,100020013202200030,2022-02-09,Nelamangala PS,Bengaluru Rural,FIR,Non-Heinous,Crimes Against Property,Ordinary Theft,Convicted,Bengaluru Rural District & Sessions Court,2022-02-09 06:00:00,13.087575,77.381286,Complainant reported the incident of ordinary theft which occurred near Hubballi Old Bus Stand. Investigation taken up.,A
2446,100040017202500025,2025-08-15,Mangaluru North PS,Mangaluru City,FIR,Non-Heinous,Economic Offences,Cheating,Charge Sheeted,Mangaluru City District & Sessions Court,2025-08-13 08:00:00,12.884072,74.856026,Complainant reported the incident of cheating which occurred near Hebbal Flyover. Investigation taken up.,A
2447,100040017202400031,2024-09-24,Mangaluru North PS,Mangaluru City,FIR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Closed - Undetected,Mangaluru City District & Sessions Court,2024-09-23 01:00:00,12.878873,74.858957,Complainant reported the incident of criminal breach of trust which occurred near Hubballi Old Bus Stand. Investigation taken up.,C
2448,100010012202500027,2025-07-22,Yelahanka PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Public Order,Rioting,Closed - False Case,Bengaluru City District & Sessions Court,2025-07-20 21:00:00,13.120191,77.585968,Complainant reported the incident of rioting which occurred near MG Road. Investigation taken up.,B
2449,100060019202100022,2021-05-04,Kalaburagi Station Bazaar PS,Kalaburagi,FIR,Non-Heinous,Crimes Against Women,Cruelty by Husband/Relatives,Charge Sheeted,Kalaburagi District & Sessions Court,2021-05-02 19:00:00,17.305449,76.80731,Complainant reported the incident of cruelty by husband/relatives which occurred near Mysuru Devaraja Market. Investigation taken up.,A
2450,100050018202200017,2022-09-28,Belagavi Market PS,Belagavi,FIR,Non-Heinous,Crimes Against Body,Simple Hurt,Charge Sheeted,Belagavi District & Sessions Court,2022-09-28 19:00:00,15.831176,74.514295,Altercation between complainant and accused over money matter near Hebbal Flyover; accused assaulted complainant with hands and club causing simple injuries.,A
2451,100010011202300025,2023-09-01,Whitefield PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,Vehicle Theft,Acquitted,Bengaluru City District & Sessions Court,2023-09-01 07:00:00,12.957631,77.765584,Bolero KA-03-DH-5019 stolen from parking area near Jayanagar 4th Block between 1430 and 1500 hours.,A
2452,100060019202300020,2023-09-26,Kalaburagi Station Bazaar PS,Kalaburagi,FIR,Heinous,Crimes Against Body,Murder,Charge Sheeted,Kalaburagi District & Sessions Court,2023-09-25 05:00:00,17.336495,76.813223,"Due to previous enmity over trivial issue, the accused assaulted the deceased with club near Hebbal Flyover resulting in death.",A
2454,100050018202300017,2023-03-11,Belagavi Market PS,Belagavi,FIR,Non-Heinous,Crimes Against Property,Ordinary Theft,Convicted,Belagavi District & Sessions Court,2023-03-10 21:00:00,15.824378,74.50075,Complainant reported the incident of ordinary theft which occurred near Banashankari Temple. Investigation taken up.,A
2457,100010010202100034,2021-11-03,Koramangala PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Women,Cruelty by Husband/Relatives,Closed - Undetected,Bengaluru City District & Sessions Court,2021-11-02 23:00:00,12.930143,77.640429,Complainant reported the incident of cruelty by husband/relatives which occurred near Majestic Bus Stand. Investigation taken up.,C
2458,100080021202600016,2026-03-27,Shivamogga Doddapete PS,Shivamogga,FIR,Non-Heinous,Crimes Against Property,Chain Snatching,Charge Sheeted,Shivamogga District & Sessions Court,2026-03-27 13:00:00,13.948887,75.550567,Unknown accused on motorcycle snatched 30 gram gold chain from complainant near KR Market at around 1630 hours and escaped.,A
2459,100010006202100029,2021-01-11,Upparpet PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,Vehicle Theft,Charge Sheeted,Bengaluru City District & Sessions Court,2021-01-09 22:00:00,12.997155,77.544384,Complainant parked his Activa scooter bearing registration KA-02-FD-7308 near KR Market. On return the vehicle was found stolen.,A
2460,100020014202100030,2021-07-05,Devanahalli PS,Bengaluru Rural,FIR,Non-Heinous,Crimes Against Property,Ordinary Theft,Closed - Undetected,Bengaluru Rural District & Sessions Court,2021-07-04 23:00:00,13.235776,77.741739,Complainant reported the incident of ordinary theft which occurred near Majestic Bus Stand. Investigation taken up.,C
2461,100010011202600022,2026-03-25,Whitefield PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,Vehicle Theft,Charge Sheeted,Bengaluru City District & Sessions Court,2026-03-23 15:00:00,12.987122,77.723002,Activa scooter KA-41-GH-1354 stolen from parking area near Jayanagar 4th Block between 0630 and 1700 hours.,A
2462,100010012202300024,2023-06-13,Yelahanka PS,Bengaluru City,FIR,Heinous,Crimes Against Body,Murder,Closed - Undetected,Bengaluru City District & Sessions Court,2023-06-12 14:00:00,13.089682,77.599542,"Due to previous enmity over trivial issue, the accused assaulted the deceased with club near Whitefield Main Road resulting in death.",C
2463,100050018202600027,2026-01-24,Belagavi Market PS,Belagavi,FIR,Non-Heinous,Crimes Against Public Order,Rioting,Acquitted,Belagavi District & Sessions Court,2026-01-23 00:00:00,15.849362,74.500018,Complainant reported the incident of rioting which occurred near City Railway Station. Investigation taken up.,A
2464,100010012202500028,2025-03-11,Yelahanka PS,Bengaluru City,FIR,Non-Heinous,Cyber Crimes,Online Financial Fraud,Convicted,Bengaluru City District & Sessions Court,2025-03-11 01:00:00,13.101834,77.595478,"Complainant received a call from unknown person posing as bank official and was induced to share OTP, following which Rs. 350000 was fraudulently transferred from his account.",A
2465,100040017202500026,2025-06-21,Mangaluru North PS,Mangaluru City,FIR,Non-Heinous,Crimes Against Body,Simple Hurt,Convicted,Mangaluru City District & Sessions Court,2025-06-20 16:00:00,12.860136,74.823854,Altercation between complainant and accused over money matter near City Railway Station; accused assaulted complainant with hands and stone causing simple injuries.,A
2466,100010009202500035,2025-07-14,Jayanagar PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Women,Cruelty by Husband/Relatives,Charge Sheeted,Bengaluru City District & Sessions Court,2025-07-12 20:00:00,12.905686,77.609735,Complainant reported the incident of cruelty by husband/relatives which occurred near Hubballi Old Bus Stand. Investigation taken up.,A
2467,100010012202500029,2025-07-05,Yelahanka PS,Bengaluru City,FIR,Non-Heinous,Cyber Crimes,Identity Theft,Charge Sheeted,Bengaluru City District & Sessions Court,2025-07-05 02:00:00,13.089191,77.606338,Complainant reported the incident of identity theft which occurred near Jayanagar 4th Block. Investigation taken up.,A
2469,100010010202600039,2026-04-11,Koramangala PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Public Order,Rioting,Charge Sheeted,Bengaluru City District & Sessions Court,2026-04-09 23:00:00,12.916553,77.61168,Complainant reported the incident of rioting which occurred near Mysuru Devaraja Market. Investigation taken up.,A
2470,100010010202600040,2026-04-17,Koramangala PS,Bengaluru City,FIR,Heinous,Crimes Against Women,Molestation,Charge Sheeted,Bengaluru City District & Sessions Court,2026-04-17 10:00:00,12.923002,77.598307,Complainant reported the incident of molestation which occurred near Whitefield Main Road. Investigation taken up.,A
2471,100080021202500024,2025-09-22,Shivamogga Doddapete PS,Shivamogga,FIR,Non-Heinous,Crimes Against Public Order,Rioting,Closed - False Case,Shivamogga District & Sessions Court,2025-09-20 11:00:00,13.906784,75.541253,Complainant reported the incident of rioting which occurred near Malleshwaram 8th Cross. Investigation taken up.,B
2472,100010009202400023,2024-03-15,Jayanagar PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,Vehicle Theft,Acquitted,Bengaluru City District & Sessions Court,2024-03-13 17:00:00,12.910874,77.590175,Bolero KA-01-GA-5689 stolen from parking area near Yelahanka New Town between 1100 and 1400 hours.,A
